hotel,reservation_status,arrival date,arrival day of week,number of special requests
City Hotel,Check-Out,10/15/15,Thu,0
City Hotel,Canceled,8/22/15,Sat,0
Resort Hotel,Canceled,7/15/16,Fri,0
Resort Hotel,Check-Out,10/21/15,Wed,0
City Hotel,Canceled,6/11/17,Sun,0
City Hotel,Check-Out,6/17/16,Fri,1
City Hotel,,9/9/16,Fri,1
City Hotel,Check-Out,1/1/16,Fri,0
City Hotel,Check-Out,6/19/16,Sun,0
Resort Hotel,Check-Out,3/11/17,Sat,0
City Hotel,Check-Out,6/1/17,Thu,0
Resort Hotel,Check-Out,2/4/17,Sat,1
City Hotel,Check-Out,5/21/17,Sun,2
City Hotel,Canceled,5/10/17,Wed,1
City Hotel,Canceled,6/8/17,Thu,2
City Hotel,Canceled,3/2/17,Thu,0
Resort Hotel,Check-Out,7/18/15,Sat,3
Resort Hotel,Check-Out,3/19/16,Sat,0
City Hotel,Check-Out,11/21/16,Mon,2
Resort Hotel,Check-Out,8/30/15,Sun,0
City Hotel,Canceled,10/17/15,Sat,0
City Hotel,Check-Out,8/7/17,Mon,1
City Hotel,Check-Out,5/22/16,Sun,2
Resort Hotel,Canceled,5/16/16,Mon,0
City Hotel,Check-Out,7/18/15,Sat,2
Resort Hotel,Check-Out,11/19/15,Thu,1
Resort Hotel,Check-Out,4/23/16,Sat,0
City Hotel,Check-Out,2/19/16,Fri,0
City Hotel,Check-Out,10/16/15,Fri,0
City Hotel,Check-Out,1/3/17,Tue,1
City Hotel,Check-Out,6/17/16,Fri,0
City Hotel,Check-Out,10/13/16,Thu,0
City Hotel,Check-Out,5/14/17,Sun,0
City Hotel,Check-Out,10/22/15,Thu,0
Resort Hotel,Canceled,6/4/16,Sat,2
Resort Hotel,Check-Out,3/19/16,Sat,1
City Hotel,Canceled,3/24/17,Fri,1
Resort Hotel,Check-Out,10/15/15,Thu,0
City Hotel,Canceled,1/18/17,Wed,0
City Hotel,No-Show,8/6/17,Sun,0
Resort Hotel,Check-Out,10/31/15,Sat,0
City Hotel,,9/26/16,Mon,2
City Hotel,Check-Out,9/29/15,Tue,1
City Hotel,Check-Out,7/4/16,Mon,1
City Hotel,Canceled,8/25/17,Fri,1
Resort Hotel,Check-Out,7/18/16,Mon,2
City Hotel,Check-Out,1/19/16,Tue,1
City Hotel,Check-Out,10/25/15,Sun,0
Resort Hotel,Check-Out,7/21/17,Fri,1
City Hotel,,9/8/16,Thu,0
Resort Hotel,Check-Out,7/12/17,Wed,0
City Hotel,No-Show,4/23/16,Sat,0
City Hotel,Check-Out,4/10/16,Sun,0
City Hotel,Check-Out,8/25/17,Fri,0
City Hotel,Canceled,7/18/16,Mon,0
Resort Hotel,Check-Out,8/22/16,Mon,0
City Hotel,No-Show,11/25/16,Fri,2
City Hotel,Canceled,4/7/16,Thu,0
City Hotel,Check-Out,4/27/16,Wed,0
City Hotel,Canceled,5/13/16,Fri,0
City Hotel,Check-Out,2/7/17,Tue,1
Resort Hotel,Check-Out,12/24/16,Sat,0
City Hotel,Canceled,2/21/16,Sun,0
Resort Hotel,Check-Out,11/19/16,Sat,0
City Hotel,,9/17/16,Sat,0
City Hotel,Check-Out,8/12/16,Fri,0
Resort Hotel,Check-Out,7/10/15,Fri,0
Resort Hotel,Check-Out,5/4/16,Wed,0
Resort Hotel,Check-Out,3/18/16,Fri,0
City Hotel,Check-Out,2/19/17,Sun,2
City Hotel,Canceled,5/15/17,Mon,2
City Hotel,Check-Out,3/14/17,Tue,1
City Hotel,Canceled,7/4/15,Sat,0
Resort Hotel,Check-Out,11/18/16,Fri,1
City Hotel,Check-Out,5/10/16,Tue,0
City Hotel,Check-Out,2/19/16,Fri,0
City Hotel,Check-Out,11/22/15,Sun,0
City Hotel,Check-Out,7/30/17,Sun,0
Resort Hotel,Check-Out,11/12/15,Thu,1
City Hotel,Canceled,11/10/16,Thu,1
City Hotel,Check-Out,8/8/16,Mon,1
City Hotel,Check-Out,11/25/16,Fri,2
City Hotel,Canceled,8/14/15,Fri,1
City Hotel,Canceled,4/15/16,Fri,0
City Hotel,Check-Out,3/2/17,Thu,1
City Hotel,Check-Out,8/2/17,Wed,1
City Hotel,Canceled,4/21/17,Fri,0
Resort Hotel,Check-Out,8/18/16,Thu,1
Resort Hotel,Check-Out,11/15/16,Tue,1
Resort Hotel,Check-Out,1/17/17,Tue,1
City Hotel,Check-Out,11/16/16,Wed,1
City Hotel,Check-Out,3/10/16,Thu,1
Resort Hotel,Check-Out,7/3/17,Mon,1
Resort Hotel,Check-Out,4/30/16,Sat,0
City Hotel,Canceled,4/12/17,Wed,0
City Hotel,Canceled,6/2/17,Fri,1
City Hotel,Check-Out,11/19/16,Sat,0
Resort Hotel,Check-Out,10/29/16,Sat,2
City Hotel,Check-Out,2/13/16,Sat,2
Resort Hotel,Check-Out,10/1/15,Thu,1
City Hotel,Canceled,5/24/16,Tue,1
Resort Hotel,Check-Out,11/14/16,Mon,1
City Hotel,Canceled,12/8/15,Tue,0
City Hotel,Canceled,4/22/16,Fri,0
City Hotel,Canceled,10/5/15,Mon,2
Resort Hotel,Check-Out,11/18/16,Fri,2
City Hotel,Check-Out,7/28/16,Thu,2
City Hotel,Check-Out,6/21/17,Wed,3
City Hotel,Check-Out,3/1/16,Tue,0
City Hotel,Check-Out,8/9/17,Wed,0
Resort Hotel,Canceled,7/7/17,Fri,1
City Hotel,Check-Out,1/30/16,Sat,0
City Hotel,Check-Out,12/26/15,Sat,0
City Hotel,Check-Out,11/25/16,Fri,1
City Hotel,Check-Out,1/23/17,Mon,0
Resort Hotel,Check-Out,4/12/17,Wed,1
City Hotel,Check-Out,1/23/17,Mon,1
City Hotel,Check-Out,7/19/16,Tue,1
City Hotel,Canceled,12/9/15,Wed,0
City Hotel,Check-Out,10/15/15,Thu,1
City Hotel,No-Show,5/6/17,Sat,0
City Hotel,Check-Out,11/21/16,Mon,1
City Hotel,Check-Out,2/13/16,Sat,0
City Hotel,Canceled,4/10/16,Sun,0
City Hotel,Check-Out,9/18/15,Fri,0
Resort Hotel,Check-Out,2/26/17,Sun,0
City Hotel,Check-Out,7/6/17,Thu,3
City Hotel,Canceled,6/1/17,Thu,1
Resort Hotel,Check-Out,8/16/15,Sun,0
City Hotel,Canceled,9/30/15,Wed,0
Resort Hotel,,9/5/16,Mon,0
Resort Hotel,Check-Out,2/9/16,Tue,2
City Hotel,,9/15/16,Thu,0
Resort Hotel,No-Show,5/31/16,Tue,2
Resort Hotel,Canceled,12/27/15,Sun,0
City Hotel,Canceled,4/21/16,Thu,0
Resort Hotel,Check-Out,3/3/17,Fri,0
City Hotel,Check-Out,10/13/16,Thu,0
City Hotel,Check-Out,6/17/17,Sat,1
City Hotel,Canceled,6/28/17,Wed,0
City Hotel,Check-Out,4/20/17,Thu,0
City Hotel,Canceled,5/22/17,Mon,2
City Hotel,Canceled,12/8/15,Tue,0
City Hotel,Canceled,7/18/15,Sat,2
City Hotel,Check-Out,2/2/17,Thu,0
City Hotel,Canceled,12/1/16,Thu,1
City Hotel,Canceled,7/13/16,Wed,0
City Hotel,Check-Out,5/26/17,Fri,0
City Hotel,Check-Out,10/30/16,Sun,1
Resort Hotel,Canceled,8/12/17,Sat,2
City Hotel,Canceled,4/15/16,Fri,1
City Hotel,Check-Out,12/8/16,Thu,1
City Hotel,Check-Out,5/9/16,Mon,0
Resort Hotel,Check-Out,4/11/16,Mon,0
City Hotel,Check-Out,7/26/17,Wed,1
City Hotel,Check-Out,5/11/17,Thu,0
Resort Hotel,Check-Out,10/28/16,Fri,0
City Hotel,Check-Out,4/6/16,Wed,0
City Hotel,Check-Out,10/20/16,Thu,1
City Hotel,Check-Out,8/28/17,Mon,0
Resort Hotel,Check-Out,8/16/16,Tue,1
Resort Hotel,Check-Out,5/24/16,Tue,1
Resort Hotel,Check-Out,11/28/16,Mon,1
City Hotel,Check-Out,7/2/16,Sat,0
Resort Hotel,Check-Out,10/2/15,Fri,1
Resort Hotel,Check-Out,9/30/15,Wed,1
City Hotel,Check-Out,7/30/16,Sat,0
Resort Hotel,Check-Out,2/5/17,Sun,0
Resort Hotel,Canceled,8/11/15,Tue,1
City Hotel,Check-Out,7/31/16,Sun,0
City Hotel,Canceled,4/13/17,Thu,0
City Hotel,Check-Out,6/6/16,Mon,0
City Hotel,Canceled,7/7/16,Thu,1
City Hotel,Canceled,5/10/17,Wed,2
City Hotel,Check-Out,10/23/16,Sun,0
Resort Hotel,Check-Out,4/28/17,Fri,1
City Hotel,Check-Out,4/23/17,Sun,2
Resort Hotel,Check-Out,2/2/17,Thu,2
City Hotel,Canceled,8/26/16,Fri,0
City Hotel,Check-Out,12/7/16,Wed,0
City Hotel,Check-Out,9/26/15,Sat,0
City Hotel,Check-Out,4/7/16,Thu,2
City Hotel,Canceled,6/7/16,Tue,2
City Hotel,Check-Out,6/10/16,Fri,1
City Hotel,No-Show,3/16/17,Thu,1
Resort Hotel,Check-Out,10/18/16,Tue,1
Resort Hotel,,9/1/16,Thu,0
City Hotel,Check-Out,6/9/17,Fri,0
City Hotel,Canceled,7/16/17,Sun,0
Resort Hotel,Canceled,8/26/17,Sat,1
City Hotel,Check-Out,6/26/17,Mon,2
Resort Hotel,Check-Out,7/13/16,Wed,1
City Hotel,Canceled,7/9/15,Thu,0
Resort Hotel,Check-Out,12/12/16,Mon,1
City Hotel,Canceled,8/3/16,Wed,0
Resort Hotel,Check-Out,2/26/17,Sun,2
City Hotel,Check-Out,7/17/17,Mon,1
Resort Hotel,Canceled,7/31/17,Mon,1
City Hotel,Canceled,8/30/15,Sun,2
City Hotel,Canceled,4/18/17,Tue,1
City Hotel,Canceled,8/8/15,Sat,0
City Hotel,Canceled,5/3/17,Wed,0
City Hotel,Check-Out,5/18/16,Wed,1
City Hotel,Canceled,3/20/17,Mon,0
City Hotel,,9/30/16,Fri,1
City Hotel,Canceled,9/9/15,Wed,0
Resort Hotel,Check-Out,3/23/16,Wed,1
City Hotel,Check-Out,9/18/15,Fri,0
City Hotel,Check-Out,8/21/15,Fri,0
Resort Hotel,Check-Out,9/14/15,Mon,0
Resort Hotel,Check-Out,10/12/15,Mon,0
City Hotel,Check-Out,5/19/16,Thu,0
Resort Hotel,Canceled,2/25/17,Sat,0
City Hotel,Check-Out,5/4/16,Wed,0
Resort Hotel,Check-Out,8/7/16,Sun,1
City Hotel,Check-Out,8/22/16,Mon,0
Resort Hotel,Check-Out,6/23/16,Thu,1
City Hotel,Check-Out,3/28/16,Mon,1
City Hotel,Canceled,5/3/16,Tue,1
City Hotel,Check-Out,5/29/17,Mon,1
City Hotel,Check-Out,5/26/16,Thu,2
City Hotel,Check-Out,7/27/16,Wed,0
City Hotel,Canceled,11/7/16,Mon,0
Resort Hotel,Check-Out,8/3/17,Thu,1
City Hotel,Canceled,10/3/15,Sat,0
Resort Hotel,Check-Out,6/20/17,Tue,1
City Hotel,Canceled,8/5/15,Wed,0
City Hotel,Check-Out,3/13/17,Mon,0
City Hotel,Canceled,6/9/16,Thu,0
Resort Hotel,Check-Out,7/15/15,Wed,0
City Hotel,Canceled,6/4/17,Sun,0
City Hotel,Check-Out,1/25/16,Mon,0
City Hotel,Check-Out,10/23/16,Sun,1
City Hotel,Canceled,12/5/15,Sat,2
City Hotel,Check-Out,4/14/16,Thu,0
City Hotel,Check-Out,12/9/16,Fri,1
City Hotel,Canceled,3/31/16,Thu,0
Resort Hotel,Canceled,6/26/17,Mon,1
City Hotel,Check-Out,2/25/17,Sat,0
City Hotel,Check-Out,6/19/16,Sun,1
City Hotel,Check-Out,2/21/17,Tue,1
City Hotel,Check-Out,10/29/16,Sat,0
City Hotel,Check-Out,5/2/16,Mon,0
City Hotel,Check-Out,10/22/16,Sat,1
City Hotel,Check-Out,4/13/17,Thu,0
Resort Hotel,Check-Out,7/18/16,Mon,1
Resort Hotel,Check-Out,10/7/16,Fri,0
City Hotel,Check-Out,3/14/17,Tue,0
City Hotel,Canceled,11/12/16,Sat,0
Resort Hotel,Check-Out,8/1/16,Mon,0
Resort Hotel,Check-Out,12/25/15,Fri,0
City Hotel,Check-Out,2/19/16,Fri,0
Resort Hotel,Check-Out,7/15/15,Wed,0
Resort Hotel,Canceled,10/31/15,Sat,0
City Hotel,Check-Out,2/25/16,Thu,2
City Hotel,Canceled,6/3/17,Sat,1
City Hotel,Canceled,7/26/17,Wed,0
Resort Hotel,Check-Out,8/1/15,Sat,0
Resort Hotel,Check-Out,6/26/16,Sun,2
Resort Hotel,Check-Out,6/16/16,Thu,1
Resort Hotel,Check-Out,1/7/16,Thu,1
City Hotel,Check-Out,8/1/15,Sat,0
City Hotel,Check-Out,6/12/17,Mon,2
Resort Hotel,Canceled,4/14/17,Fri,0
City Hotel,Check-Out,7/10/17,Mon,0
City Hotel,Check-Out,4/10/17,Mon,0
City Hotel,Check-Out,9/7/15,Mon,0
City Hotel,Canceled,8/1/16,Mon,0
City Hotel,Check-Out,11/18/15,Wed,0
Resort Hotel,Check-Out,10/14/16,Fri,2
City Hotel,Canceled,7/6/17,Thu,0
City Hotel,Canceled,1/27/16,Wed,0
Resort Hotel,,9/15/16,Thu,1
City Hotel,Check-Out,5/2/16,Mon,0
Resort Hotel,Check-Out,10/14/15,Wed,2
City Hotel,,9/16/16,Fri,3
Resort Hotel,Canceled,12/29/16,Thu,2
Resort Hotel,Check-Out,4/10/17,Mon,2
City Hotel,Canceled,12/16/16,Fri,1
Resort Hotel,Check-Out,7/9/17,Sun,1
Resort Hotel,Check-Out,6/1/16,Wed,1
Resort Hotel,Check-Out,11/23/16,Wed,1
Resort Hotel,Check-Out,4/23/16,Sat,0
Resort Hotel,Check-Out,10/22/15,Thu,0
City Hotel,Check-Out,12/18/15,Fri,0
City Hotel,Check-Out,3/20/16,Sun,1
City Hotel,Check-Out,5/4/16,Wed,0
City Hotel,Check-Out,8/11/16,Thu,1
City Hotel,,9/10/16,Sat,0
City Hotel,Canceled,2/4/16,Thu,1
City Hotel,Check-Out,4/2/17,Sun,0
City Hotel,,9/24/16,Sat,1
City Hotel,Check-Out,4/6/17,Thu,0
City Hotel,Canceled,7/30/15,Thu,0
City Hotel,Canceled,6/9/17,Fri,1
Resort Hotel,Check-Out,1/21/16,Thu,0
Resort Hotel,Check-Out,6/2/16,Thu,0
City Hotel,Check-Out,3/10/17,Fri,0
Resort Hotel,Canceled,2/13/16,Sat,0
Resort Hotel,Check-Out,1/26/17,Thu,1
Resort Hotel,Check-Out,7/1/15,Wed,0
City Hotel,Check-Out,8/28/17,Mon,0
City Hotel,Canceled,8/11/15,Tue,1
City Hotel,Check-Out,3/15/16,Tue,0
Resort Hotel,Canceled,4/22/17,Sat,3
City Hotel,,9/25/16,Sun,0
City Hotel,Canceled,3/21/17,Tue,2
City Hotel,Check-Out,7/30/16,Sat,0
City Hotel,Check-Out,7/6/17,Thu,1
City Hotel,Check-Out,5/28/17,Sun,1
Resort Hotel,,9/15/16,Thu,2
City Hotel,No-Show,6/12/17,Mon,1
City Hotel,Canceled,10/17/15,Sat,0
City Hotel,Canceled,10/4/16,Tue,2
City Hotel,Check-Out,6/3/16,Fri,0
City Hotel,Check-Out,3/2/16,Wed,2
City Hotel,Check-Out,4/6/16,Wed,0
Resort Hotel,Check-Out,3/8/16,Tue,0
City Hotel,,9/15/16,Thu,2
City Hotel,Check-Out,12/10/16,Sat,0
City Hotel,Canceled,7/15/17,Sat,0
City Hotel,Check-Out,3/10/16,Thu,1
City Hotel,Check-Out,12/7/16,Wed,0
Resort Hotel,Check-Out,8/22/16,Mon,0
City Hotel,Canceled,5/31/17,Wed,2
City Hotel,Check-Out,7/2/17,Sun,0
City Hotel,Canceled,7/31/17,Mon,1
Resort Hotel,Check-Out,11/23/15,Mon,0
City Hotel,Canceled,3/14/17,Tue,0
Resort Hotel,,9/9/16,Fri,1
City Hotel,Check-Out,6/27/17,Tue,0
Resort Hotel,Check-Out,7/29/17,Sat,2
Resort Hotel,Check-Out,3/11/17,Sat,2
City Hotel,Check-Out,7/31/17,Mon,0
City Hotel,Check-Out,5/16/17,Tue,0
City Hotel,Check-Out,4/26/16,Tue,1
City Hotel,Check-Out,9/5/15,Sat,0
Resort Hotel,Canceled,6/8/17,Thu,2
Resort Hotel,Check-Out,7/10/17,Mon,1
City Hotel,,9/16/16,Fri,0
Resort Hotel,Check-Out,11/3/16,Thu,0
City Hotel,Check-Out,9/23/15,Wed,1
City Hotel,Canceled,4/15/16,Fri,0
City Hotel,Canceled,5/12/16,Thu,0
Resort Hotel,Check-Out,11/17/16,Thu,2
City Hotel,Canceled,12/27/16,Tue,1
City Hotel,Canceled,4/6/16,Wed,0
Resort Hotel,Check-Out,10/2/15,Fri,0
Resort Hotel,Canceled,2/26/16,Fri,0
City Hotel,Canceled,7/10/17,Mon,2
City Hotel,Check-Out,7/27/17,Thu,1
City Hotel,Canceled,5/30/17,Tue,0
City Hotel,Check-Out,1/27/16,Wed,0
City Hotel,Canceled,10/16/15,Fri,2
City Hotel,Check-Out,4/24/17,Mon,2
City Hotel,Canceled,2/13/16,Sat,0
City Hotel,Canceled,1/22/16,Fri,0
Resort Hotel,Check-Out,5/8/16,Sun,0
City Hotel,Canceled,10/18/15,Sun,0
Resort Hotel,Check-Out,3/17/16,Thu,0
City Hotel,,9/15/16,Thu,2
Resort Hotel,Canceled,6/21/16,Tue,2
City Hotel,Check-Out,8/16/17,Wed,1
City Hotel,Check-Out,7/15/17,Sat,1
City Hotel,Check-Out,9/6/15,Sun,1
Resort Hotel,Check-Out,10/11/15,Sun,1
Resort Hotel,Check-Out,10/8/15,Thu,0
City Hotel,Canceled,8/10/16,Wed,0
City Hotel,Canceled,1/27/16,Wed,0
City Hotel,Check-Out,8/28/17,Mon,2
City Hotel,Check-Out,9/3/15,Thu,0
City Hotel,Check-Out,7/29/17,Sat,1
Resort Hotel,Check-Out,5/24/16,Tue,0
Resort Hotel,Check-Out,12/28/15,Mon,0
City Hotel,Canceled,7/8/17,Sat,0
Resort Hotel,Canceled,12/23/16,Fri,0
City Hotel,Check-Out,2/15/17,Wed,1
City Hotel,Canceled,8/31/17,Thu,1
Resort Hotel,Check-Out,10/12/16,Wed,0
City Hotel,Canceled,6/28/17,Wed,2
City Hotel,Canceled,4/21/16,Thu,0
City Hotel,Check-Out,7/8/16,Fri,1
City Hotel,Canceled,10/31/15,Sat,0
City Hotel,Canceled,6/23/16,Thu,0
City Hotel,Canceled,8/26/16,Fri,1
City Hotel,Check-Out,1/22/17,Sun,1
City Hotel,Check-Out,3/2/16,Wed,0
City Hotel,Check-Out,4/12/17,Wed,0
City Hotel,Check-Out,8/28/17,Mon,0
Resort Hotel,Canceled,8/25/15,Tue,0
Resort Hotel,Check-Out,5/15/16,Sun,0
City Hotel,No-Show,11/19/16,Sat,1
City Hotel,Canceled,3/2/17,Thu,0
Resort Hotel,Check-Out,11/22/15,Sun,0
Resort Hotel,Check-Out,6/3/16,Fri,1
Resort Hotel,Check-Out,3/22/16,Tue,0
City Hotel,Check-Out,5/9/17,Tue,1
Resort Hotel,Check-Out,7/28/15,Tue,0
City Hotel,Check-Out,8/4/17,Fri,2
City Hotel,Canceled,7/3/17,Mon,1
City Hotel,Check-Out,6/12/16,Sun,1
Resort Hotel,Check-Out,4/12/16,Tue,0
City Hotel,Canceled,8/31/16,Wed,0
Resort Hotel,Check-Out,4/7/16,Thu,0
City Hotel,Canceled,7/9/17,Sun,0
City Hotel,Check-Out,8/29/16,Mon,0
City Hotel,Canceled,3/25/16,Fri,1
City Hotel,Check-Out,12/21/16,Wed,0
City Hotel,Check-Out,11/3/16,Thu,1
Resort Hotel,Check-Out,5/8/17,Mon,1
Resort Hotel,Check-Out,5/28/16,Sat,2
City Hotel,Check-Out,6/20/17,Tue,0
City Hotel,Check-Out,7/31/17,Mon,2
Resort Hotel,Check-Out,2/20/16,Sat,0
Resort Hotel,Check-Out,5/2/16,Mon,1
City Hotel,Canceled,1/14/17,Sat,1
Resort Hotel,Check-Out,6/1/16,Wed,1
Resort Hotel,Check-Out,8/11/15,Tue,0
City Hotel,Check-Out,10/31/15,Sat,0
City Hotel,Canceled,8/31/15,Mon,0
Resort Hotel,Check-Out,9/24/15,Thu,0
City Hotel,Check-Out,1/28/17,Sat,0
Resort Hotel,Canceled,7/31/16,Sun,0
City Hotel,Check-Out,6/3/16,Fri,0
Resort Hotel,Canceled,4/26/16,Tue,0
City Hotel,Check-Out,9/10/15,Thu,0
City Hotel,Canceled,12/29/16,Thu,0
Resort Hotel,Check-Out,10/6/16,Thu,2
City Hotel,Check-Out,7/17/15,Fri,0
City Hotel,Canceled,11/9/15,Mon,0
Resort Hotel,Check-Out,1/29/17,Sun,1
City Hotel,Canceled,4/4/16,Mon,0
City Hotel,Canceled,7/9/17,Sun,1
City Hotel,Check-Out,6/24/17,Sat,0
City Hotel,Check-Out,4/7/17,Fri,0
Resort Hotel,Canceled,9/4/15,Fri,0
Resort Hotel,Check-Out,1/26/17,Thu,1
Resort Hotel,Check-Out,3/6/17,Mon,1
City Hotel,Canceled,2/27/16,Sat,0
City Hotel,Check-Out,10/3/16,Mon,0
Resort Hotel,Check-Out,1/10/17,Tue,0
Resort Hotel,Canceled,3/27/17,Mon,0
Resort Hotel,Check-Out,4/22/17,Sat,0
City Hotel,Canceled,8/31/17,Thu,1
City Hotel,Canceled,5/7/17,Sun,0
City Hotel,Check-Out,3/24/17,Fri,0
City Hotel,Check-Out,6/13/16,Mon,0
City Hotel,Canceled,11/3/16,Thu,2
City Hotel,Check-Out,2/27/17,Mon,1
Resort Hotel,Check-Out,11/17/16,Thu,0
Resort Hotel,Check-Out,1/26/17,Thu,2
Resort Hotel,Check-Out,7/24/17,Mon,0
City Hotel,Canceled,12/4/15,Fri,0
City Hotel,Check-Out,5/14/17,Sun,0
Resort Hotel,Check-Out,4/12/16,Tue,0
City Hotel,Canceled,10/29/16,Sat,0
City Hotel,Canceled,4/29/16,Fri,0
City Hotel,Canceled,3/31/16,Thu,0
City Hotel,Check-Out,9/9/15,Wed,2
City Hotel,Canceled,2/17/16,Wed,0
City Hotel,Check-Out,9/8/15,Tue,0
City Hotel,Canceled,12/8/15,Tue,0
Resort Hotel,,9/14/16,Wed,0
Resort Hotel,Check-Out,4/4/16,Mon,0
Resort Hotel,Check-Out,2/7/17,Tue,0
Resort Hotel,Canceled,7/1/17,Sat,1
City Hotel,Canceled,6/1/16,Wed,2
Resort Hotel,Canceled,5/10/17,Wed,0
Resort Hotel,Check-Out,5/30/17,Tue,2
Resort Hotel,Check-Out,10/27/16,Thu,1
City Hotel,Check-Out,6/20/17,Tue,0
Resort Hotel,Canceled,6/5/16,Sun,2
Resort Hotel,Canceled,9/2/15,Wed,0
City Hotel,Canceled,10/6/16,Thu,1
City Hotel,Check-Out,8/19/16,Fri,0
City Hotel,Canceled,7/2/16,Sat,0
City Hotel,Canceled,9/18/15,Fri,1
City Hotel,Canceled,6/23/17,Fri,2
Resort Hotel,Check-Out,9/18/15,Fri,0
City Hotel,Check-Out,6/9/17,Fri,2
City Hotel,Check-Out,6/27/17,Tue,0
City Hotel,Canceled,3/9/17,Thu,2
City Hotel,Canceled,6/17/17,Sat,0
City Hotel,Canceled,10/29/16,Sat,1
City Hotel,Check-Out,4/18/16,Mon,1
City Hotel,Check-Out,8/18/17,Fri,3
City Hotel,,9/26/16,Mon,0
City Hotel,No-Show,8/10/15,Mon,0
City Hotel,Canceled,7/6/16,Wed,1
Resort Hotel,Check-Out,4/29/17,Sat,0
City Hotel,Canceled,7/9/17,Sun,0
Resort Hotel,Canceled,9/27/15,Sun,1
City Hotel,Check-Out,8/10/16,Wed,0
City Hotel,Canceled,9/7/15,Mon,1
Resort Hotel,Canceled,3/24/16,Thu,0
City Hotel,Check-Out,8/23/16,Tue,1
Resort Hotel,Check-Out,10/30/16,Sun,1
City Hotel,Check-Out,10/10/16,Mon,0
Resort Hotel,Check-Out,5/12/16,Thu,1
City Hotel,Check-Out,6/11/17,Sun,0
City Hotel,Check-Out,4/28/17,Fri,1
City Hotel,Canceled,4/18/17,Tue,0
City Hotel,,9/2/16,Fri,2
City Hotel,Check-Out,8/10/16,Wed,0
City Hotel,Check-Out,3/5/17,Sun,1
City Hotel,Check-Out,10/9/16,Sun,1
City Hotel,Canceled,7/12/16,Tue,2
City Hotel,Canceled,5/16/17,Tue,3
City Hotel,Check-Out,8/18/15,Tue,0
Resort Hotel,Check-Out,2/9/17,Thu,2
City Hotel,Check-Out,12/2/16,Fri,0
City Hotel,,9/12/16,Mon,1
City Hotel,Check-Out,7/10/17,Mon,1
Resort Hotel,Check-Out,12/30/16,Fri,0
City Hotel,,9/25/16,Sun,0
City Hotel,Check-Out,12/30/16,Fri,0
Resort Hotel,Check-Out,5/16/17,Tue,0
Resort Hotel,Canceled,12/30/16,Fri,2
City Hotel,Check-Out,3/9/16,Wed,0
City Hotel,Check-Out,10/4/15,Sun,0
Resort Hotel,Check-Out,10/10/16,Mon,3
City Hotel,Check-Out,7/19/17,Wed,1
City Hotel,Canceled,4/5/17,Wed,1
City Hotel,Check-Out,12/1/16,Thu,2
City Hotel,Canceled,9/28/15,Mon,0
Resort Hotel,Check-Out,3/18/17,Sat,0
City Hotel,Canceled,9/29/15,Tue,1
City Hotel,,9/3/16,Sat,0
City Hotel,Check-Out,2/18/17,Sat,0
City Hotel,Canceled,2/10/17,Fri,3
City Hotel,Check-Out,7/1/16,Fri,0
City Hotel,Check-Out,6/18/16,Sat,0
City Hotel,Canceled,4/18/17,Tue,1
Resort Hotel,Canceled,3/11/17,Sat,1
City Hotel,Check-Out,3/11/16,Fri,1
Resort Hotel,Check-Out,2/1/16,Mon,0
City Hotel,Canceled,12/4/16,Sun,0
City Hotel,Canceled,4/27/16,Wed,1
City Hotel,Check-Out,6/29/17,Thu,2
City Hotel,Check-Out,8/28/16,Sun,0
City Hotel,Canceled,4/28/16,Thu,0
Resort Hotel,Canceled,7/3/15,Fri,0
Resort Hotel,Check-Out,8/5/17,Sat,1
City Hotel,Canceled,10/15/16,Sat,1
Resort Hotel,Check-Out,5/16/17,Tue,0
City Hotel,Canceled,4/29/17,Sat,1
City Hotel,Check-Out,7/13/17,Thu,0
City Hotel,Canceled,5/31/16,Tue,0
City Hotel,Canceled,6/23/16,Thu,0
Resort Hotel,Check-Out,12/16/15,Wed,0
City Hotel,Canceled,11/23/15,Mon,1
City Hotel,Check-Out,4/18/16,Mon,0
Resort Hotel,Check-Out,2/28/16,Sun,1
City Hotel,Check-Out,10/1/16,Sat,0
Resort Hotel,,9/28/16,Wed,1
City Hotel,Check-Out,7/16/17,Sun,0
City Hotel,Canceled,6/23/17,Fri,0
City Hotel,,9/17/16,Sat,1
Resort Hotel,Check-Out,7/11/15,Sat,0
City Hotel,Canceled,8/4/17,Fri,1
City Hotel,Canceled,11/1/16,Tue,0
City Hotel,Check-Out,10/24/15,Sat,0
City Hotel,Check-Out,2/15/17,Wed,0
City Hotel,Canceled,12/16/16,Fri,2
City Hotel,Canceled,2/17/17,Fri,1
Resort Hotel,Check-Out,5/30/17,Tue,0
Resort Hotel,,9/15/16,Thu,1
Resort Hotel,Check-Out,8/11/16,Thu,0
Resort Hotel,Check-Out,4/3/17,Mon,0
Resort Hotel,Check-Out,3/17/17,Fri,1
City Hotel,Canceled,10/30/16,Sun,1
City Hotel,Canceled,7/1/17,Sat,0
City Hotel,Canceled,8/14/15,Fri,0
Resort Hotel,Check-Out,9/25/15,Fri,0
City Hotel,Canceled,5/7/17,Sun,0
Resort Hotel,Check-Out,10/11/16,Tue,2
Resort Hotel,Canceled,6/25/17,Sun,0
Resort Hotel,Check-Out,4/30/16,Sat,1
City Hotel,Check-Out,2/26/17,Sun,1
Resort Hotel,Check-Out,3/30/17,Thu,2
