,DRG Definition,Provider Id,Provider Name,Provider Street Address,Provider City,Provider State,Provider Zip Code,Hospital Referral Region Description, Total Discharges , Average Covered Charges , Average Total Payments ,Average Medicare Payments
82679,313 - CHEST PAIN,100168,BOCA RATON REGIONAL HOSPITAL,800 MEADOWS RD,BOCA RATON,FL,33486,FL - Fort Lauderdale,54,17675.01,3142.0,2257.68
82680,313 - CHEST PAIN,100173,FLORIDA HOSPITAL TAMPA,3100 E FLETCHER AVE,TAMPA,FL,33613,FL - Tampa,98,23904.22,4537.3,2122.52
82681,313 - CHEST PAIN,100176,PALM BEACH GARDENS MEDICAL CENTER,3360 BURNS RD,PALM BEACH GARD,FL,33410,FL - Fort Lauderdale,45,26126.82,3146.0,2424.31
82682,313 - CHEST PAIN,100179,MEMORIAL HOSPITAL JACKSONVILLE,3625 UNIVERSITY BLVD S,JACKSONVILLE,FL,32216,FL - Jacksonville,102,31668.32,3623.87,2149.13
82683,313 - CHEST PAIN,100180,ST PETERSBURG GENERAL HOSPITAL,6500 38TH AVE N,SAINT PETERSBUR,FL,33710,FL - St. Petersburg,22,40866.63,3808.09,2685.27
82684,313 - CHEST PAIN,100183,CORAL GABLES HOSPITAL,3100 DOUGLAS RD,CORAL GABLES,FL,33134,FL - Miami,35,29136.54,4449.0,3612.65
82685,313 - CHEST PAIN,100187,PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,FL - Miami,82,33203.35,4507.0,3670.75
82686,313 - CHEST PAIN,100189,NORTHWEST MEDICAL CENTER,2801 N STATE RD 7,MARGATE,FL,33063,FL - Fort Lauderdale,24,32990.37,3398.37,2392.37
82687,313 - CHEST PAIN,100191,MEDICAL CENTER OF TRINITY,9330 SR 54,TRINITY,FL,34655,FL - Hudson,79,32490.72,3178.48,2110.96
82688,313 - CHEST PAIN,100204,NORTH FLORIDA REGIONAL MEDICAL CENTER,6500 NEWBERRY RD,GAINESVILLE,FL,32605,FL - Gainesville,101,35349.07,3241.14,2131.35
82689,313 - CHEST PAIN,100206,MEMORIAL HOSPITAL OF TAMPA,2901 SWANN AVE,TAMPA,FL,33609,FL - Tampa,46,22175.23,2922.71,2074.34
82690,313 - CHEST PAIN,100209,KENDALL REGIONAL MEDICAL CENTER,11750 BIRD RD,MIAMI,FL,33175,FL - Miami,38,26152.1,4849.28,2641.21
82691,313 - CHEST PAIN,100212,OCALA REGIONAL MEDICAL CENTER,1431 SW 1ST AVE,OCALA,FL,34478,FL - Ocala,82,25009.81,3072.95,1984.98
82692,313 - CHEST PAIN,100213,BLAKE MEDICAL CENTER,2020 59TH ST W,BRADENTON,FL,34209,FL - Bradenton,61,20738.18,3011.72,1972.45
82693,313 - CHEST PAIN,100217,SEBASTIAN RIVER MEDICAL CENTER,13695 US HWY 1,SEBASTIAN,FL,32978,FL - Orlando,62,17133.29,3126.3,2347.4
82694,313 - CHEST PAIN,100220,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTOR'S WAY,FORT MYERS,FL,33912,FL - Fort Myers,371,15467.52,3266.87,2165.28
82695,313 - CHEST PAIN,100223,FORT WALTON BEACH MEDICAL CENTER,1000 MAR-WALT DR,FORT WALTON BEA,FL,32547,FL - Pensacola,59,41919.28,3154.94,2072.06
82696,313 - CHEST PAIN,100224,UNIVERSITY HOSPITAL AND MEDICAL CENTER,7201 N UNIVERSITY DR,TAMARAC,FL,33321,FL - Fort Lauderdale,30,36573.3,3514.9,2200.33
82697,313 - CHEST PAIN,100226,ORANGE PARK MEDICAL CENTER,2001 KINGSLEY AVE,ORANGE PARK,FL,32073,FL - Jacksonville,103,35806.43,3305.06,2229.82
82698,313 - CHEST PAIN,100228,WESTSIDE REGIONAL MEDICAL CENTER,8201 W BROWARD BLVD,PLANTATION,FL,33324,FL - Fort Lauderdale,38,32954.05,3942.26,1901.92
82699,313 - CHEST PAIN,100230,MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,FL - Miami,20,17868.25,3646.65,2859.05
82700,313 - CHEST PAIN,100231,WEST FLORIDA HOSPITAL,8383 N DAVIS HWY,PENSACOLA,FL,32514,FL - Pensacola,54,25394.85,2875.77,2145.03
82701,313 - CHEST PAIN,100232,PUTNAM COMMUNITY MEDICAL CENTER,611 ZEAGLER DR,PALATKA,FL,32177,FL - Gainesville,70,13460.18,3875.08,2192.08
82702,313 - CHEST PAIN,100234,COLUMBIA HOSPITAL,2201 45TH ST,WEST PALM BEACH,FL,33407,FL - Fort Lauderdale,24,34109.41,3763.25,2825.25
82703,313 - CHEST PAIN,100236,FAWCETT MEMORIAL HOSPITAL,21298 OLEAN BLVD,PORT CHARLOTTE,FL,33952,FL - Fort Myers,61,29502.95,3200.19,2095.55
82704,313 - CHEST PAIN,100238,NORTHSIDE HOSPITAL,6000 49TH STREET N,SAINT PETERSBUR,FL,33709,FL - St. Petersburg,116,33809.68,3265.37,2426.93
82705,313 - CHEST PAIN,100239,EDWARD WHITE HOSPITAL,2323 9TH AVE N,SAINT PETERSBUR,FL,33713,FL - St. Petersburg,20,34041.05,3257.15,2229.4
82706,313 - CHEST PAIN,100242,GULF COAST MEDICAL CENTER,449 W 23RD ST,PANAMA CITY,FL,32405,FL - Panama City,43,30618.11,3197.23,2360.76
82707,313 - CHEST PAIN,100243,BRANDON REGIONAL HOSPITAL,119 OAKFIELD DR,BRANDON,FL,33511,FL - Tampa,171,35280.5,3487.87,2354.14
82708,313 - CHEST PAIN,100244,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,FL - Fort Myers,136,13563.06,2976.95,2000.25
82709,313 - CHEST PAIN,100246,LAWNWOOD REGIONAL MEDICAL CENTER & HEART INSTITUTE,1700 S 23RD ST,FORT PIERCE,FL,34950,FL - Orlando,74,31214.97,4006.28,2644.86
82710,313 - CHEST PAIN,100248,LARGO MEDICAL CENTER,201 14TH ST SW,LARGO,FL,33770,FL - Clearwater,66,25493.63,3565.0,2182.54
82711,313 - CHEST PAIN,100249,SEVEN RIVERS REGIONAL MEDICAL CENTER,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,FL - Ocala,59,12703.25,3073.66,1946.83
82712,313 - CHEST PAIN,100252,RAULERSON HOSPITAL,1796 HWY 441 NORTH,OKEECHOBEE,FL,34972,FL - Orlando,13,22286.0,5289.3,2240.23
82713,313 - CHEST PAIN,100253,JUPITER MEDICAL CENTER,1210 S OLD DIXIE HWY,JUPITER,FL,33458,FL - Fort Lauderdale,23,19744.52,3594.13,2124.95
82714,313 - CHEST PAIN,100254,CAPITAL REGIONAL MEDICAL CENTER,2626 CAPITAL MEDICAL BLVD,TALLAHASSEE,FL,32308,FL - Tallahassee,141,20901.16,3288.85,2497.92
82715,313 - CHEST PAIN,100256,REGIONAL MEDICAL CENTER BAYONET POINT,14000 FIVAY ROAD,HUDSON,FL,34667,FL - Hudson,169,27368.56,2963.9,2021.55
82716,313 - CHEST PAIN,100258,DELRAY MEDICAL CENTER,5352 LINTON BLVD,DELRAY BEACH,FL,33484,FL - Fort Lauderdale,71,25914.01,3267.84,2304.94
82717,313 - CHEST PAIN,100259,SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,FL - Tampa,95,29156.82,2893.0,1957.71
82718,313 - CHEST PAIN,100260,ST LUCIE MEDICAL CENTER,1800 SE TIFFANY AVE,PORT SAINT LUCI,FL,34952,FL - Fort Lauderdale,50,24867.52,4050.56,2283.04
82719,313 - CHEST PAIN,100264,OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,FL - Hudson,75,32708.73,2927.68,2014.88
82720,313 - CHEST PAIN,100265,MEASE COUNTRYSIDE HOSPITAL,3231 MCMULLEN BOOTH RD,SAFETY HARBOR,FL,34695,FL - Clearwater,33,14303.81,3183.24,1800.09
82721,313 - CHEST PAIN,100266,GULF BREEZE HOSPITAL,1110 GULF BREEZE PKWY,GULF BREEZE,FL,32561,FL - Pensacola,25,18971.88,2769.0,1828.36
82722,313 - CHEST PAIN,100267,ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,FL - Sarasota,44,28509.52,2988.09,1922.18
82723,313 - CHEST PAIN,100268,WEST BOCA MEDICAL CENTER,21644 STATE RD 7,BOCA RATON,FL,33428,FL - Fort Lauderdale,32,18245.93,3604.21,2318.25
82724,313 - CHEST PAIN,100269,PALMS WEST HOSPITAL,13001 SOUTHERN BLVD,LOXAHATCHEE,FL,33470,FL - Fort Lauderdale,24,25589.79,4009.83,2829.37
82725,313 - CHEST PAIN,100275,WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,FL - Fort Lauderdale,40,16969.37,3727.4,2864.97
82726,313 - CHEST PAIN,100281,MEMORIAL HOSPITAL WEST,703 N FLAMINGO RD,PEMBROKE PINES,FL,33028,FL - Miami,64,25727.73,3608.62,2654.79
82727,313 - CHEST PAIN,100284,WESTCHESTER GENERAL HOSPITAL,2500 SW 75TH AVE,MIAMI,FL,33155,FL - Miami,18,14749.0,5227.83,4350.94
82728,313 - CHEST PAIN,100285,MEMORIAL HOSPITAL MIRAMAR,1901 SW 172ND AVE,MIRAMAR,FL,33029,FL - Miami,14,28049.42,4388.71,2664.28
82729,313 - CHEST PAIN,100286,PHYSICIANS REGIONAL MEDICAL CENTER - PINE RIDGE,6101 PINE RIDGE ROAD,NAPLES,FL,34119,FL - Fort Myers,18,24371.0,3029.0,2340.77
82730,313 - CHEST PAIN,100287,GOOD SAMARITAN MEDICAL CENTER,1309 N FLAGLER DR,WEST PALM BEACH,FL,33401,FL - Fort Lauderdale,33,25811.72,3669.48,2718.69
82731,313 - CHEST PAIN,100288,ST MARY'S MEDICAL CENTER,901 45TH ST,WEST PALM BEACH,FL,33407,FL - Fort Lauderdale,14,22209.0,4483.0,3497.07
82732,313 - CHEST PAIN,100289,CLEVELAND CLINIC HOSPITAL,3100 WESTON RD,WESTON,FL,33331,FL - Miami,31,14260.9,3226.67,2394.03
82733,313 - CHEST PAIN,100290,"VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,FL - Orlando,48,16107.72,2973.7,2141.97
82734,313 - CHEST PAIN,100291,WUESTHOFF MEDICAL CENTER - MELBOURNE,250 NORTH WICKHAM ROAD,MELBOURNE,FL,32935,FL - Orlando,36,15212.69,3122.5,2350.19
82735,313 - CHEST PAIN,100296,DOCTORS HOSPITAL INC,5000 UNIVERSITY DR,CORAL GABLES,FL,33146,FL - Miami,20,41853.0,6207.65,2782.2
82736,313 - CHEST PAIN,100302,ST CLOUD REGIONAL MEDICAL CENTER,2906 17TH STREET,SAINT CLOUD,FL,34769,FL - Orlando,56,20391.28,3112.62,1868.39
82737,313 - CHEST PAIN,100307,ST VINCENT'S MEDICAL CENTER SOUTHSIDE,4201 BELFORT RD,JACKSONVILLE,FL,32216,FL - Jacksonville,55,16836.81,2857.41,2182.29
82738,313 - CHEST PAIN,110001,HAMILTON MEDICAL CENTER,1200 MEMORIAL DRIVE,DALTON,GA,30720,GA - Atlanta,21,18842.09,3322.8,2172.33
82739,313 - CHEST PAIN,110003,SATILLA REGIONAL MEDICAL CENTER,410 DARLING AVENUE,WAYCROSS,GA,31501,FL - Jacksonville,134,15532.2,3315.81,2352.95
82740,313 - CHEST PAIN,110005,NORTHSIDE HOSPITAL FORSYTH,1200 NORTHSIDE FORSYTH DRIVE,CUMMING,GA,30041,GA - Atlanta,13,29851.61,3104.84,2175.53
82741,313 - CHEST PAIN,110006,ST MARY'S HOSPITAL,1230 BAXTER STREET,ATHENS,GA,30606,GA - Atlanta,24,13741.33,3376.75,2412.91
82742,313 - CHEST PAIN,110007,PHOEBE PUTNEY MEMORIAL HOSPITAL,417 THIRD AVENUE,ALBANY,GA,31703,GA - Albany,13,17054.15,4050.61,2726.38
82743,313 - CHEST PAIN,110010,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,GA - Atlanta,38,14172.97,4462.07,3481.18
82744,313 - CHEST PAIN,110016,WEST GEORGIA MEDICAL CENTER,1514 VERNON ROAD,LAGRANGE,GA,30240,GA - Atlanta,57,14545.85,4281.45,2115.75
82745,313 - CHEST PAIN,110018,NEWTON MEDICAL CENTER,5126 HOSPITAL DRIVE NE,COVINGTON,GA,30014,GA - Atlanta,23,8520.73,3232.69,2208.91
82746,313 - CHEST PAIN,110023,GORDON HOSPITAL,1035 RED BUD ROAD,CALHOUN,GA,30701,GA - Rome,21,15068.23,3344.66,2329.61
82747,313 - CHEST PAIN,110024,CANDLER HOSPITAL,5353 REYNOLDS STREET,SAVANNAH,GA,31412,GA - Savannah,17,14878.35,3357.23,2175.29
82748,313 - CHEST PAIN,110025,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,2415 PARKWOOD DRIVE,BRUNSWICK,GA,31520,FL - Jacksonville,21,13508.19,4090.09,3446.28
82749,313 - CHEST PAIN,110028,UNIVERSITY HOSPITAL,1350 WALTON WAY,AUGUSTA,GA,30901,GA - Augusta,92,13571.6,3554.44,2324.48
82750,313 - CHEST PAIN,110029,"NORTHEAST GEORGIA MEDICAL CENTER, INC",743 SPRING STREET,GAINESVILLE,GA,30501,GA - Atlanta,144,17832.35,3380.43,2301.33
82751,313 - CHEST PAIN,110030,CARTERSVILLE MEDICAL CENTER,960 JOE FRANK HARRIS PARKWAY,CARTERSVILLE,GA,30120,GA - Atlanta,37,26254.48,3370.43,2351.51
82752,313 - CHEST PAIN,110031,SPALDING REGIONAL MEDICAL CENTER,601 SOUTH 8TH STREET,GRIFFIN,GA,30223,GA - Atlanta,26,21340.84,3649.8,2408.19
82753,313 - CHEST PAIN,110034,MEDICAL COLLEGE OF GA HOSPITALS AND CLINICS,1120 15TH STREET,AUGUSTA,GA,30912,GA - Augusta,29,10825.48,5091.31,4160.0
82754,313 - CHEST PAIN,110035,WELLSTAR KENNESTONE HOSPITAL,677 CHURCH STREET,MARIETTA,GA,30060,GA - Atlanta,223,17258.79,3345.01,2180.96
82755,313 - CHEST PAIN,110036,"MEMORIAL HEALTH UNIV MED CEN, INC",4700 WATERS AVENUE,SAVANNAH,GA,31403,GA - Savannah,92,13707.29,3880.43,2956.96
82756,313 - CHEST PAIN,110038,JOHN D ARCHBOLD MEMORIAL HOSPITAL,915 GORDON AVENUE & MIMOSA DRIVE,THOMASVILLE,GA,31792,FL - Tallahassee,19,13648.94,3075.05,2128.52
82757,313 - CHEST PAIN,110039,TRINITY HOSPITAL OF AUGUSTA,2260 WRIGHTSBORO RD,AUGUSTA,GA,30904,GA - Augusta,14,11259.92,3298.71,1996.71
82758,313 - CHEST PAIN,110040,NORTHRIDGE MEDICAL CENTER,70 MEDICAL CENTER DRIVE,COMMERCE,GA,30529,GA - Atlanta,14,7215.14,3710.42,2904.14
82759,313 - CHEST PAIN,110042,WELLSTAR PAULDING HOSPITAL,600 W MEMORIAL DR,DALLAS,GA,30132,GA - Atlanta,37,11142.86,3461.72,2399.59
82760,313 - CHEST PAIN,110043,ST JOSEPH'S HOSPITAL - SAVANNAH,11705 MERCY BOULEVARD,SAVANNAH,GA,31419,GA - Savannah,29,15836.31,2923.68,1992.37
82761,313 - CHEST PAIN,110045,BARROW REGIONAL MEDICAL CENTER,316 NORTH BROAD STREET,WINDER,GA,30680,GA - Atlanta,26,16726.53,3684.92,2850.69
82762,313 - CHEST PAIN,110046,WALTON REGIONAL MEDICAL CENTER,330 ALCOVY STREET,MONROE,GA,30655,GA - Atlanta,27,16115.85,3452.92,2393.96
82763,313 - CHEST PAIN,110054,FLOYD MEDICAL CENTER,304 TURNER MCCALL BLVD P O BOX 233,ROME,GA,30162,GA - Rome,76,17069.25,4133.96,2923.38
82764,313 - CHEST PAIN,110064,"MEDICAL CENTER, THE",710 CENTER ST BOX 951,COLUMBUS,GA,31901,GA - Columbus,32,13538.81,4170.62,3126.25
82765,313 - CHEST PAIN,110069,HOUSTON MEDICAL CENTER,1601 WATSON BOULEVARD,WARNER ROBINS,GA,31093,GA - Macon,100,10942.88,3495.55,2287.63
82766,313 - CHEST PAIN,110074,ATHENS REGIONAL MEDICAL CENTER,1199 PRINCE AVENUE,ATHENS,GA,30606,GA - Atlanta,40,21267.8,3692.55,2565.9
82767,313 - CHEST PAIN,110075,EAST GEORGIA REGIONAL MEDICAL CENTER,1499 FAIR ROAD,STATESBORO,GA,30458,GA - Savannah,38,14646.34,3602.84,2548.23
82768,313 - CHEST PAIN,110076,DEKALB MEDICAL CENTER,2701 N DECATUR ROAD,DECATUR,GA,30033,GA - Atlanta,59,12908.84,4665.66,2731.77
82769,313 - CHEST PAIN,110078,EMORY UNIVERSITY HOSPITAL MIDTOWN,550 PEACHTREE ST NE,ATLANTA,GA,30308,GA - Atlanta,63,16545.55,4052.36,3137.39
82770,313 - CHEST PAIN,110079,GRADY MEMORIAL HOSPITAL,"80 JESSE HILL, JR DRIVE SE",ATLANTA,GA,30303,GA - Atlanta,76,13597.3,5094.44,4223.23
82771,313 - CHEST PAIN,110082,"SAINT JOSEPH'S HOSPITAL OF ATLANTA, INC",5665 PEACHTREE DUNWOODY ROAD,ATLANTA,GA,30342,GA - Atlanta,17,13377.82,2993.64,2098.47
82772,313 - CHEST PAIN,110083,PIEDMONT HOSPITAL,1968 PEACHTREE RD NW,ATLANTA,GA,30309,GA - Atlanta,79,17161.68,3225.63,2148.3
82773,313 - CHEST PAIN,110087,GWINNETT MEDICAL CENTER,1000 MEDICAL CENTER BOULEVARD,LAWRENCEVILLE,GA,30045,GA - Atlanta,36,18576.77,3403.97,2590.77
82774,313 - CHEST PAIN,110089,COFFEE REGIONAL MEDICAL CENTER,1101 OCILLA ROAD,DOUGLAS,GA,31533,FL - Jacksonville,68,12332.42,3041.82,2113.89
82775,313 - CHEST PAIN,110091,ROCKDALE MEDICAL CENTER,"1412 MILSTEAD AVENUE, NE",CONYERS,GA,30012,GA - Atlanta,32,14295.9,3685.43,2764.09
82776,313 - CHEST PAIN,110095,TIFT REGIONAL MEDICAL CENTER,901 E 18TH STREET,TIFTON,GA,31793,FL - Tallahassee,117,13811.35,3246.7,2282.0
82777,313 - CHEST PAIN,110105,COLQUITT REGIONAL MEDICAL CENTER,3131 THOMASVILLE HWY BOX 40,MOULTRIE,GA,31768,FL - Tallahassee,15,12014.86,4308.13,2325.93
82778,313 - CHEST PAIN,110107,MEDICAL CENTER OF CENTRAL GEORGIA,777 HEMLOCK STREET,MACON,GA,31201,GA - Macon,179,12924.95,3823.04,2817.7
82779,313 - CHEST PAIN,110109,EMANUEL MEDICAL CENTER,117 KITE ROAD,SWAINSBORO,GA,30401,GA - Augusta,11,8275.45,3301.36,2686.81
82780,313 - CHEST PAIN,110115,ATLANTA MEDICAL CENTER,303 PARKWAY DR NE,ATLANTA,GA,30312,GA - Atlanta,28,28921.14,4398.0,3673.71
82781,313 - CHEST PAIN,110122,SOUTH GEORGIA MEDICAL CENTER,"2501 NORTH PATTERSON STREET, PO BOX 1727",VALDOSTA,GA,31603,FL - Tallahassee,46,12137.65,3382.52,2570.1
82782,313 - CHEST PAIN,110124,WAYNE MEMORIAL HOSPITAL,865 SOUTH FIRST STREET,JESUP,GA,31545,GA - Savannah,41,10387.0,3562.0,2628.73
82783,313 - CHEST PAIN,110125,FAIRVIEW PARK HOSPITAL,200 INDUSTRIAL BOULEVARD,DUBLIN,GA,31021,GA - Macon,32,19815.59,3938.65,2711.12
82784,313 - CHEST PAIN,110128,MEADOWS REGIONAL MEDICAL CENTER,ONE MEADOWS PARKWAY,VIDALIA,GA,30474,GA - Savannah,19,10715.36,3334.31,1640.1
82785,313 - CHEST PAIN,110129,"ST FRANCIS HOSPITAL, INC",2122 MANCHESTER EXPRESSWAY,COLUMBUS,GA,31995,GA - Columbus,54,9996.64,3005.29,1993.72
82786,313 - CHEST PAIN,110143,WELLSTAR COBB HOSPITAL,3950 AUSTELL RD,AUSTELL,GA,30106,GA - Atlanta,129,20451.51,3796.06,2804.17
82787,313 - CHEST PAIN,110163,PHOEBE NORTH,2000 PALMYRA RD BOX 1908,ALBANY,GA,31701,GA - Albany,11,15254.27,3879.72,1827.36
82788,313 - CHEST PAIN,110164,COLISEUM MEDICAL CENTER,350 HOSPITAL DRIVE,MACON,GA,31217,GA - Macon,63,18163.8,3590.66,2338.57
82789,313 - CHEST PAIN,110165,SOUTHERN REGIONAL MEDICAL CENTER,"11 UPPER RIVERDALE ROAD, SW",RIVERDALE,GA,30274,GA - Atlanta,75,15847.13,3786.45,2922.2
82790,313 - CHEST PAIN,110168,REDMOND REGIONAL MEDICAL CENTER,501 REDMOND ROAD,ROME,GA,30165,GA - Rome,53,19182.81,3276.98,1970.03
82791,313 - CHEST PAIN,110177,DOCTORS HOSPITAL,3651 WHEELER ROAD,AUGUSTA,GA,30909,GA - Augusta,42,27837.69,3648.33,2378.64
82792,313 - CHEST PAIN,110183,EMORY-ADVENTIST HOSPITAL,3949 SOUTH COBB DRIVE,SMYRNA,GA,30080,GA - Atlanta,11,15724.0,3082.0,2473.27
82793,313 - CHEST PAIN,110184,WELLSTAR DOUGLAS HOSPITAL,8954 HOSPITAL DRIVE,DOUGLASVILLE,GA,30134,GA - Atlanta,77,16802.07,3218.45,2209.89
82794,313 - CHEST PAIN,110186,DOCTORS HOSPITAL,616 19TH STREET,COLUMBUS,GA,31901,GA - Columbus,18,14099.61,3490.38,2264.11
82795,313 - CHEST PAIN,110189,FANNIN REGIONAL HOSPITAL,2855 OLD HIGHWAY 5 NORTH,BLUE RIDGE,GA,30513,GA - Atlanta,36,11154.08,3607.75,2605.61
82796,313 - CHEST PAIN,110191,"HENRY MEDICAL CENTER, INC",1133 EAGLE'S LANDING PARKWAY,STOCKBRIDGE,GA,30281,GA - Atlanta,99,15725.84,3347.53,2376.34
82797,313 - CHEST PAIN,110192,EMORY EASTSIDE MEDICAL CENTER,1700 MEDICAL WAY,SNELLVILLE,GA,30078,GA - Atlanta,18,20981.83,3482.11,2068.0
82798,313 - CHEST PAIN,110198,NORTH FULTON REGIONAL HOSPITAL,3000 HOSPITAL BOULEVARD,ROSWELL,GA,30076,GA - Atlanta,14,34757.42,3304.0,2257.42
82799,313 - CHEST PAIN,110201,COLISEUM NORTHSIDE HOSPITAL,400 CHARTER BOULEVARD,MACON,GA,31210,GA - Macon,18,17056.77,3429.61,2261.5
82800,313 - CHEST PAIN,110212,SMITH NORTHVIEW HOSPITAL,4280 NORTH VALDOSTA ROAD,VALDOSTA,GA,31602,FL - Tallahassee,11,19818.27,3007.0,2395.36
82801,313 - CHEST PAIN,110215,PIEDMONT FAYETTE HOSPITAL,1255 HIGHWAY 54 WEST,FAYETTEVILLE,GA,30214,GA - Atlanta,29,15389.89,3061.0,2101.55
82802,313 - CHEST PAIN,110219,SOUTH FULTON MEDICAL CENTER,1170 CLEVELAND AVENUE,EAST POINT,GA,30344,GA - Atlanta,48,33367.6,3950.58,3106.91
82803,313 - CHEST PAIN,110225,PIEDMONT MOUNTAINSIDE HOSPITAL INC,1266 HIGHWAY 515 SOUTH,JASPER,GA,30143,GA - Atlanta,12,11417.25,3462.0,2232.66
82804,313 - CHEST PAIN,110226,DEKALB MEDICAL CENTER AT HILLANDALE,2801 DEKALB MEDICAL PARKWAY,LITHONIA,GA,30058,GA - Atlanta,52,11783.5,3310.0,2254.69
82805,313 - CHEST PAIN,110229,"PIEDMONT NEWNAN HOSPITAL, INC",60 HOSPITAL ROAD,NEWNAN,GA,30263,GA - Atlanta,50,15160.54,3317.86,2231.18
82806,313 - CHEST PAIN,110230,EMORY JOHNS CREEK HOSPITAL,6325 HOSPITAL PARKWAY,JOHNS CREEK,GA,30097,GA - Atlanta,11,10976.72,2993.54,2070.27
82807,313 - CHEST PAIN,120001,THE QUEENS MEDICAL CENTER,1301 PUNCHBOWL ST,HONOLULU,HI,96813,HI - Honolulu,37,14161.16,5002.37,3550.97
82808,313 - CHEST PAIN,120002,MAUI MEMORIAL MEDICAL CENTER,221 MAHALANI STREET,WAILUKU,HI,96793,HI - Honolulu,26,14775.76,7335.38,5875.88
82809,313 - CHEST PAIN,120005,HILO MEDICAL CENTER,1190 WAIANUENUE AVENUE,HILO,HI,96720,HI - Honolulu,12,12740.66,5461.0,4711.66
82810,313 - CHEST PAIN,120006,CASTLE MEDICAL CENTER,640 ULUKAHIKI ST,KAILUA,HI,96734,HI - Honolulu,23,18718.91,4582.78,3141.86
82811,313 - CHEST PAIN,120026,PALI MOMI MEDICAL CENTER,98-1079 MOANALUA ROAD,AIEA,HI,96701,HI - Honolulu,30,12819.03,4199.66,2906.23
82812,313 - CHEST PAIN,130002,ST LUKES MAGIC VALLEY RMC,801 POLE LINE ROAD WEST,TWIN FALLS,ID,83301,ID - Boise,13,9817.3,3117.69,2135.46
82813,313 - CHEST PAIN,130007,ST ALPHONSUS REGIONAL MEDICAL CENTER,1055 NORTH CURTIS ROAD,BOISE,ID,83706,ID - Boise,16,8272.62,3695.25,2056.18
82814,313 - CHEST PAIN,130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,1512 TWELFTH AVENUE ROAD,NAMPA,ID,83686,ID - Boise,25,11925.92,3429.08,2249.0
82815,313 - CHEST PAIN,130014,WEST VALLEY MEDICAL CENTER,1717 ARLINGTON STREET,CALDWELL,ID,83605,ID - Boise,11,14020.18,3552.54,2629.27
82816,313 - CHEST PAIN,130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,3100 CHANNING WAY,IDAHO FALLS,ID,83404,ID - Idaho Falls,12,13661.08,3415.0,2382.66
82817,313 - CHEST PAIN,130028,PORTNEUF MEDICAL CENTER,777 HOSPITAL WAY,POCATELLO,ID,83201,UT - Salt Lake City,20,10908.55,4321.35,3422.15
82818,313 - CHEST PAIN,130049,KOOTENAI MEDICAL CENTER,2003 KOOTENAI HEALTH WAY,COEUR D'ALENE,ID,83814,WA - Spokane,12,10825.16,3388.66,2539.66
82819,313 - CHEST PAIN,140002,ALTON MEMORIAL HOSPITAL,ONE MEMORIAL DRIVE,ALTON,IL,62002,MO - St. Louis,33,14071.93,3022.57,2099.3
82820,313 - CHEST PAIN,140007,PROVENA ST JOSEPH MEDICAL CENTER,333 N MADISON,JOLIET,IL,60435,IL - Joliet,122,22519.27,3617.28,2515.82
82821,313 - CHEST PAIN,140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,IL - Melrose Park,40,34228.02,3312.8,2625.0
82822,313 - CHEST PAIN,140010,EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,IL - Evanston,89,17425.3,4205.65,2858.86
82823,313 - CHEST PAIN,140011,HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,MO - St. Louis,34,15210.58,3147.17,2327.85
82824,313 - CHEST PAIN,140012,KATHERINE SHAW BETHEA HOSPITAL,403 E 1ST ST,DIXON,IL,61021,IL - Rockford,31,15916.87,3472.96,2457.12
82825,313 - CHEST PAIN,140015,BLESSING HOSPITAL,BROADWAY AT 11TH STREET,QUINCY,IL,62301,IL - Springfield,85,17770.64,3983.64,2703.81
82826,313 - CHEST PAIN,140018,MT SINAI HOSPITAL MEDICAL CENTER,15TH STREET AT CALIFORNIA,CHICAGO,IL,60608,IL - Chicago,96,17735.2,5670.6,4917.65
82827,313 - CHEST PAIN,140029,COPLEY MEMORIAL HOSPITAL,2000 OGDEN AVENUE,AURORA,IL,60504,IL - Aurora,19,32109.63,3896.47,2692.52
